Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Regional indicator_Central and Eastern Europe,Regional indicator_Commonwealth of Independent States,Regional indicator_East Asia,Regional indicator_Latin America and Caribbean,Regional indicator_Middle East and North Africa,Regional indicator_North America and ANZ,Regional indicator_South Asia,Regional indicator_Southeast Asia,Regional indicator_Sub-Saharan Africa,Regional indicator_Western Europe
10.104,0.861,67.64,0.549,-0.271,0.958,0.637,0.272,True,False,False,False,False,False,False,False,False,False
9.565,0.937,69.94,0.882,0.06,0.798,0.868,0.236,False,False,False,True,False,False,False,False,False,False
9.416,0.811,64.095,0.439,0.08,0.87,0.603,0.251,True,False,False,False,False,False,False,False,False,False
9.24,0.648,65.64,0.536,-0.207,0.886,0.517,0.239,False,False,False,False,True,False,False,False,False,False
10.255,0.883,69.3,0.847,-0.007,0.81,0.801,0.264,False,False,False,True,False,False,False,False,False,False
10.888,0.912,68.54,0.831,0.201,0.665,0.843,0.262,False,False,False,False,False,True,False,False,False,False
10.666,0.872,72.8,0.738,-0.06,0.921,0.596,0.236,False,False,False,False,False,False,False,False,False,True
9.489,0.633,63.14,0.601,0.052,0.868,0.624,0.345,False,False,False,False,True,False,False,False,False,False
9.377,0.801,67.28,0.787,-0.191,0.646,0.851,0.267,False,False,False,True,False,False,False,False,False,False
10.696,0.908,66.58,0.87,-0.051,0.583,0.544,0.514,False,False,False,False,True,False,False,False,False,False
8.85,0.83,60.74,0.663,0.172,0.706,0.818,0.287,False,False,False,True,False,False,False,False,False,False
8.296,0.813,54.56,0.412,-0.056,0.734,0.576,0.242,False,False,False,False,True,False,False,False,False,False
8.779,0.638,60.1,0.89,0.085,0.805,0.657,0.357,False,False,False,False,False,False,True,False,False,False
8.216,0.601,62.8,0.815,-0.068,0.721,0.635,0.226,False,False,False,False,False,False,True,False,False,False
9.804,0.838,65.9,0.641,-0.172,0.938,0.573,0.237,True,False,False,False,False,False,False,False,False,False
8.474,0.751,62.0735,0.522,-0.127,0.75,0.567,0.388,False,False,False,False,True,False,False,False,False,False
8.333,0.795,61.6,0.958,0.036,0.843,0.845,0.414,False,False,False,False,False,False,False,True,False,False
10.689,0.963,70.2,0.847,0.0794999999999999,0.781,0.776,0.197,False,False,False,False,False,False,False,False,False,True
8.818,0.561,60.5,0.876,0.112,0.752,0.648,0.466,False,False,False,False,False,False,True,False,False,False
8.654,0.842,64.0,0.748,0.082,0.688,0.574,0.292,False,False,False,False,True,False,False,False,False,False
7.477,0.584,55.3,0.304,0.291,0.839,0.553,0.367,False,False,False,True,False,False,False,False,False,False
8.59,0.643,58.0,0.824,0.2,0.847,0.713,0.253,False,False,False,False,False,False,False,False,True,False
7.155,0.742,55.2,0.87,0.073,0.682,0.587,0.384,False,False,False,False,False,False,False,False,True,False
10.576,0.803,73.898,0.793,0.012,0.64,0.494,0.296,False,False,False,False,False,False,False,False,False,True
9.192,0.715,65.28,0.603,-0.199,0.913,0.588,0.248,False,False,False,False,True,False,False,False,False,False
11.042,0.936,71.56,0.947,0.018,0.503,0.792,0.155,False,False,False,False,False,False,False,False,False,True
7.733,0.692,51.7,0.737,-0.034,0.793,0.77,0.37,False,False,False,False,False,False,False,False,True,False
10.181,0.88,66.0,0.644,-0.065,0.764,0.465,0.39,False,False,False,False,True,False,False,False,False,False
10.235,0.893,68.1,0.793,-0.093,0.81,0.734,0.24,True,False,False,False,False,False,False,False,False,False
8.454,0.857,64.82,0.791,0.076,0.819,0.784,0.289,False,False,False,True,False,False,False,False,False,False
9.856,0.88,64.62,0.647,-0.048,0.682,0.619,0.209,False,True,False,False,False,False,False,False,False,False
10.511,0.934,68.8,0.887,-0.096,0.576,0.804,0.156,True,False,False,False,False,False,False,False,False,False
6.987,0.7,50.44,0.734,-0.064,0.777,0.603,0.142,False,False,False,False,False,False,False,False,True,False
9.073,0.861,66.7,0.615,-0.169,0.827,0.819,0.233,False,False,False,True,False,False,False,False,False,False
10.941,0.939,72.3,0.92,0.161,0.371,0.862,0.205,False,False,False,False,False,False,False,False,False,True
7.273,0.559,54.62,0.766,-0.001,0.41,0.678,0.112,False,False,False,False,False,False,False,False,True,False
10.315,0.927,67.1,0.715,-0.162,0.8,0.631,0.2275,True,False,False,False,False,False,False,False,False,False
10.166,0.896,63.9,0.731,-0.145,0.862,0.71,0.195,False,True,False,False,False,False,False,False,False,False
9.638,0.733,56.84,0.682,-0.146,0.78,0.51,0.287,False,False,False,False,False,False,False,False,True,False
7.715,0.775,55.1,0.533,-0.151,0.8145,0.469,0.228,False,False,False,False,True,False,False,False,False,False
11.05,0.95,73.1,0.953,0.236,0.25,0.849,0.203,False,False,False,False,False,False,False,False,False,True
10.167,0.911,64.7,0.566,-0.148,0.964,0.57,0.275,True,False,False,False,False,False,False,False,False,False
9.931,0.857,68.9,0.786,0.108,0.702,0.809,0.3,False,False,False,True,False,False,False,False,False,False
9.555,0.878,64.02,0.782,-0.078,0.688,0.82,0.265,False,False,False,True,False,False,False,False,False,False
8.289,0.542,56.64,0.367,0.165,0.842,0.665,0.332,False,False,False,False,False,False,True,False,False,False
9.339,0.809,62.1,0.879,0.512,0.868,0.864,0.296,False,False,False,False,False,False,False,True,False,False
9.782,0.862,65.8,0.867,-0.15,0.762,0.745,0.291,False,False,False,True,False,False,False,False,False,False
7.599,0.82,49.48,0.665,-0.053,0.755,0.724,0.193,False,False,False,False,False,False,False,False,True,False
10.716,0.825,69.37,0.698,0.022,0.803,0.821,0.14,False,False,True,False,False,False,False,False,False,False
9.617,0.824,62.3,0.781,-0.101,0.646,0.706,0.399,False,False,False,False,True,False,False,False,False,False
9.25,0.725,58.64,0.646,-0.001,0.726,0.574,0.564,False,False,False,False,True,False,False,False,False,False
9.769,0.867,67.6,0.84,0.273,0.918,0.783,0.326,False,False,False,False,False,False,False,True,False,False
10.463,0.934,70.5,0.904,-0.055,0.838,0.626,0.272,True,False,False,False,False,False,False,False,False,False
7.792,0.634,53.3,0.738,0.038,0.75,0.704,0.422,False,False,False,False,False,False,False,False,True,False
10.792,0.89,65.7,0.774,-0.132,0.5065,0.793,0.266,False,False,False,False,True,False,False,False,False,False
8.474,0.819,62.0735,0.655,-0.138,0.814,0.61,0.419,False,False,False,False,True,False,False,False,False,False
9.645,0.906,65.94,0.847,0.38,0.909,0.855,0.138,False,False,False,False,False,False,False,True,False,False
10.224,0.91,70.2,0.691,-0.151,0.925,0.582,0.29,True,False,False,False,False,False,False,False,False,False
9.363,0.831,64.3,0.553,-0.053,0.926,0.581,0.259,False,True,False,False,False,False,False,False,False,False
7.699,0.694,55.3,0.677,0.41,0.798,0.773,0.401,False,False,False,False,False,False,False,False,True,False
10.133,0.905,67.46,0.868,-0.067,0.908,0.725,0.224,True,False,False,False,False,False,False,False,False,False
7.907,0.697,58.5,0.94,0.35,0.896,0.774,0.422,False,False,False,False,False,False,False,True,False,False
10.928,0.912,73.0,0.904,0.053,0.523,0.752,0.226,False,False,False,False,False,False,False,False,False,True
8.686,0.805,60.6,0.893,0.033,0.812,0.876,0.294,False,False,False,False,False,False,False,True,False,False
10.739,0.934,71.66,0.93,0.249,0.406,0.872,0.257,False,False,False,False,False,True,False,False,False,False
10.437,0.9,67.44,0.799,-0.063,0.928,0.736,0.277,True,False,False,False,False,False,False,False,False,False
10.851,0.965,71.06,0.92,0.215,0.17,0.862,0.195,False,False,False,False,False,False,False,False,False,True
9.934,0.856,68.5,0.626,-0.051,0.769,0.59,0.355,True,False,False,False,False,False,False,False,False,False
9.343,0.766,64.22,0.761,-0.127,0.709,0.669,0.331,False,False,False,False,True,False,False,False,False,False
10.526,0.938,72.2,0.931,0.3205,0.675,0.601,0.411,False,False,False,False,False,False,False,False,False,True
8.956,0.806,64.6,0.683,-0.155,0.786,0.831,0.365,False,False,False,True,False,False,False,False,False,False
9.725,0.894,65.5,0.855,-0.121,0.76,0.739,0.275,False,False,False,True,False,False,False,False,False,False
6.785,0.29,44.9,0.624,0.033,0.859,0.579,0.494,False,False,False,False,True,False,False,False,False,False
7.917,0.76,56.1,0.777,-0.077,0.851,0.769,0.143,False,False,False,False,False,False,False,False,True,False
8.073,0.728,52.34,0.849,0.213,0.814,0.671,0.198,False,False,False,False,False,False,False,False,True,False
9.061,0.82,66.1,0.863,-0.095,0.801,0.86,0.27,False,False,False,True,False,False,False,False,False,False
10.739,0.951,71.2,0.964,0.146,0.253,0.84,0.151,False,False,False,False,False,False,False,False,False,True
9.246,0.84,62.9,0.595,-0.09,0.943,0.59,0.281,False,True,False,False,False,False,False,False,False,False
8.111,0.805,55.5,0.635,0.019,0.918,0.819,0.123,False,False,False,False,False,False,False,False,True,False
11.486,0.925,77.1,0.938,0.027,0.07,0.723,0.138,False,False,False,False,False,False,False,True,False,False
8.339,0.894,62.32,0.831,-0.023,0.517,0.714,0.187,False,True,False,False,False,False,False,False,False,False
9.838,0.755,64.04,0.456,-0.227,0.853,0.598,0.316,False,False,False,False,True,False,False,False,False,False
9.313,0.821,68.8,0.842,-0.124,0.843,0.843,0.314,False,False,False,True,False,False,False,False,False,False
10.366,0.863,69.3,0.87,-0.254,0.72,0.742,0.176,True,False,False,False,False,False,False,False,False,False
10.104,0.768,68.4,0.694,-0.096,0.849,0.609,0.294,True,False,False,False,False,False,False,False,False,False
8.648,0.812,67.3,0.857,0.081,0.809,0.826,0.281,False,False,False,True,False,False,False,False,False,False
10.855,0.895,69.37,0.719,-0.049,0.811,0.833,0.108,False,False,True,False,False,False,False,False,False,False
8.098,0.442,54.7,0.77,-0.016,0.698,0.659,0.441,False,False,False,False,False,False,False,False,True,False
10.722,0.955,72.2,0.932,0.317,0.366,0.834,0.22,False,False,False,False,False,True,False,False,False,False
9.932,0.902,68.56,0.904,-0.073,0.533,0.869,0.251,False,False,False,True,False,False,False,False,False,False
9.839,0.866,64.96,0.837,0.201,0.74,0.75,0.243,False,False,False,False,False,False,False,True,False,False
10.851,0.972,69.6,0.971,0.155,0.237,0.86,0.154,False,False,False,False,False,False,False,False,False,True
9.903,0.792,63.32,0.459,-0.178,0.8,0.651,0.395,False,False,False,False,True,False,False,False,False,False
7.699,0.803,54.52,0.654,0.054,0.859,0.738,0.191,False,False,False,False,False,False,False,False,True,False
10.347,0.866,71.8,0.8,-0.163,0.941,0.657,0.371,False,False,False,False,False,False,False,False,False,True
11.0,0.831,76.82,0.831,0.14,0.416,0.64,0.201,False,False,True,False,False,False,False,False,False,False
8.052,0.827,52.86,0.62,-0.012,0.909,0.772,0.149,False,False,False,False,False,False,False,False,True,False
10.144,0.874,66.24,0.611,-0.23,0.793,0.598,0.243,True,False,False,False,False,False,False,False,False,False
7.52,0.744,50.78,0.622,-0.07,0.726,0.545,0.3,False,False,False,False,False,False,False,False,True,False
10.26,0.818,67.2,0.845,-0.217,0.921,0.735,0.298,True,False,False,False,False,False,False,False,False,False
10.223,0.859,66.4,0.558,-0.198,0.908,0.707,0.245,True,False,False,False,False,False,False,False,False,False
8.668,0.759,66.98,0.92,-0.027,0.771,0.718,0.165,False,False,False,False,False,False,False,True,False,False
7.927,0.901,53.78,0.649,0.005,0.634,0.662,0.232,False,False,False,False,True,False,False,False,False,False
10.648,0.808,74.2,0.711,-0.106,0.665,0.64,0.247,False,False,True,False,False,False,False,False,False,False
10.023,0.855,69.18,0.734,0.195,0.782,0.815,0.288,False,False,False,True,False,False,False,False,False,False
10.743,0.928,72.3,0.838,0.226,0.404,0.783,0.228,False,False,False,False,False,False,False,False,False,True
10.576,0.808,73.898,0.796,0.012,0.67,0.644,0.346,False,False,False,False,False,False,False,False,False,True
9.086,0.757,63.813,0.636,0.027,0.95,0.596,0.1,True,False,False,False,False,False,False,False,False,False
10.571,0.932,74.7,0.761,-0.081,0.745,0.724,0.317,False,False,False,False,False,False,False,False,False,True
9.3,0.796,61.9,0.865,0.488,0.9,0.863,0.319,False,False,False,False,False,False,False,True,False,False
9.249,0.676,65.52,0.502,-0.215,0.893,0.518,0.464,False,True,False,False,False,False,False,False,False,False
9.475,0.809,65.7,0.784,-0.092,0.884,0.631,0.262,False,True,False,False,False,False,False,False,False,False
7.417,0.65,50.8,0.716,0.095,0.856,0.552,0.466,False,False,False,False,False,False,False,False,True,False
9.632,0.788,69.3,0.895,-0.159,0.755,0.856,0.19,False,False,True,False,False,False,False,False,False,False
9.314,0.919,62.68,0.858,0.038,0.755,0.748,0.274,False,False,False,True,False,False,False,False,False,False
8.276,0.51,56.42,0.376,0.03,0.857,0.628,0.358,False,False,False,False,False,False,True,False,False,False
7.879,0.619,56.9,0.914,0.045,0.888,0.739,0.335,False,False,False,False,False,False,False,True,False,False
9.672,0.933,66.38,0.9,0.553,0.92,0.811,0.169,False,False,False,False,False,False,False,True,False,False
10.861,0.914,71.4,0.896,0.131,0.546,0.815,0.156,False,False,False,False,False,False,False,False,False,True
10.699,0.868,63.5,0.762,-0.111,0.505,0.73,0.243,False,False,False,False,True,False,False,False,False,False
7.663,0.832,53.78,0.577,0.213,0.887,0.679,0.195,False,False,False,False,False,False,False,False,True,False
7.078,0.435,49.26,0.628,-0.007,0.85,0.615,0.348,False,False,False,False,False,False,False,False,True,False
9.713,0.884,67.8,0.685,-0.077,0.851,0.51,0.326,True,False,False,False,False,False,False,False,False,False
8.836,0.918,65.255,0.97,0.311,0.515,0.787,0.152,False,True,False,False,False,False,False,False,False,False
9.76,0.736,67.58,0.502,-0.176,0.693,0.539,0.331,True,False,False,False,False,False,False,False,False,False
9.436,0.898,62.8,0.564,-0.223,0.896,0.57,0.193,False,True,False,False,False,False,False,False,False,False
9.977,0.919,67.18,0.637,-0.13,0.885,0.864,0.237,False,False,False,True,False,False,False,False,False,False
6.817,0.32,45.2,0.645,0.073,0.89,0.614,0.599,False,False,False,False,True,False,False,False,False,False
7.592,0.885,52.04,0.649,0.081,0.838,0.754,0.265,False,False,False,False,False,False,False,False,True,False
9.312,0.773,66.7,0.365,-0.128,0.933,0.517,0.409,True,False,False,False,False,False,False,False,False,False
9.607,0.773,66.36,0.44,-0.185,0.977,0.545,0.41,True,False,False,False,False,False,False,False,False,False
8.565,0.613,50.7,0.77,0.016,0.777,0.693,0.34,False,False,False,False,False,False,False,False,True,False
6.797,0.744,50.34,0.631,-0.025,0.856,0.617,0.208,False,False,False,False,False,False,False,False,True,False
10.136,0.809,66.6,0.822,-0.115,0.949,0.694,0.258,True,False,False,False,False,False,False,False,False,False
10.162,0.91,67.12,0.662,-0.092,0.934,0.586,0.337,True,False,False,False,False,False,False,False,False,False
9.436,0.888,64.902,0.724,-0.011,0.924,0.594,0.222,False,True,False,False,False,False,False,False,False,False
7.254,0.812,43.9,0.726,0.012,0.91,0.514,0.29,False,False,False,False,False,False,False,False,True,False
9.94,0.858,68.699,0.708,-0.034,0.812,0.59,0.366,True,False,False,False,False,False,False,False,False,False
10.659,0.944,71.48,0.789,0.126,0.699,0.777,0.289,False,False,False,False,False,False,False,False,False,True
8.799,0.676,64.1,0.757,-0.187,0.845,0.687,0.281,False,False,False,False,True,False,False,False,False,False
9.673,0.811,69.593,0.904,-0.146,0.755,0.82,0.159,False,False,True,False,False,False,False,False,False,False
10.913,0.922,68.68,0.863,0.161,0.697,0.836,0.273,False,False,False,False,False,True,False,False,False,False
10.682,0.896,73.2,0.817,-0.139,0.641,0.786,0.215,False,False,False,False,False,False,False,False,False,True
7.449,0.75,58.06,0.904,-0.028,0.117,0.76,0.167,False,False,False,False,False,False,False,False,True,False
10.788,0.835,76.82,0.918,0.308,0.272,0.762,0.21,False,False,True,False,False,False,False,False,False,False
6.966,0.549,58.3,0.765,0.004,0.68,0.537,0.348,False,False,False,False,False,False,False,False,True,False
9.966,0.925,69.1,0.896,-0.092,0.59,0.807,0.264,False,False,False,True,False,False,False,False,False,False
7.563,0.806,45.42,0.411,-0.078,0.931,0.736,0.218,False,False,False,False,False,False,False,False,True,False
11.001,0.921,68.4,0.868,0.197,0.681,0.827,0.268,False,False,False,False,False,True,False,False,False,False
10.425,0.937,72.08,0.593,0.172,0.923,0.695,0.327,False,False,False,False,True,False,False,False,False,False
7.876,0.702,57.999,0.833,0.183,0.577,0.731,0.209,False,False,False,False,False,False,False,False,True,False
8.94,0.837,40.808,0.607,-0.067,0.917,0.821,0.251,False,False,False,False,False,False,False,False,True,False
11.456,0.894,66.58,0.865,0.235,0.184,0.678,0.258,False,False,False,False,True,False,False,False,False,False
8.277,0.522,55.8,0.388,0.077,0.874,0.639,0.349,False,False,False,False,False,False,True,False,False,False
10.083,0.926,68.2,0.881,-0.174,0.851,0.859,0.305,False,False,False,True,False,False,False,False,False,False
10.553,0.93,72.24,0.902,0.287,0.289,0.866,0.207,False,False,False,False,False,True,False,False,False,False
9.613,0.766,65.145,0.66,-0.047,0.824,0.62,0.299,True,False,False,False,False,False,False,False,False,False
11.567,0.914,72.06,0.917,0.059,0.403,0.815,0.227,False,False,False,False,False,False,False,False,False,True
9.627,0.827,62.3,0.762,-0.073,0.686,0.709,0.401,False,False,False,False,True,False,False,False,False,False
9.607,0.763,60.2,0.736,-0.203,0.846,0.693,0.413,False,False,False,False,False,False,False,False,True,False
11.086,0.824,66.5,0.915,0.201,0.347,0.761,0.296,False,False,False,False,True,False,False,False,False,False
9.322,0.764,66.66,0.703,-0.079,0.867,0.757,0.398,False,False,False,True,False,False,False,False,False,False
8.214,0.87,57.5,0.651,-0.147,0.798,0.543,0.213,False,False,False,False,True,False,False,False,False,False
9.386,0.82,68.24,0.853,-0.217,0.755,0.854,0.112,False,False,True,False,False,False,False,False,False,False
9.067,0.759,63.813,0.589,0.004,0.919,0.696,0.124,True,False,False,False,False,False,False,False,False,False
9.647,0.89,65.02,0.849,-0.0715,0.623,0.755,0.35,False,False,False,True,False,False,False,False,False,False
8.462,0.933,64.54,0.65,0.089,0.844,0.858,0.155,False,False,False,True,False,False,False,False,False,False
7.692,0.508,52.6,0.374,-0.094,0.928,0.424,0.405,False,False,False,False,False,False,True,False,False,False
7.651,0.74,58.5,0.74,0.039,0.799,0.66,0.272,False,False,False,False,False,False,False,False,True,False
10.219,0.857,67.6,0.51,-0.111,0.774,0.384,0.44,False,False,False,False,True,False,False,False,False,False
8.101,0.625,58.5,0.686,-0.046,0.741,0.645,0.405,False,False,False,False,False,False,False,False,True,False
9.937,0.921,69.2,0.908,-0.084,0.491,0.807,0.265,False,False,False,True,False,False,False,False,False,False
10.592,0.942,72.48,0.932,0.348,0.273,0.848,0.199,False,False,False,False,False,True,False,False,False,False
9.756,0.768,58.2,0.817,-0.248,0.731,0.656,0.276,False,False,False,False,False,False,False,False,True,False
9.865,0.785,65.3,0.824,0.176,0.879,0.808,0.222,False,False,False,False,False,False,False,False,True,False
10.295,0.858,62.08,0.838,0.087,0.959,0.817,0.184,False,False,False,True,False,False,False,False,False,False
9.161,0.818,56.799,0.719,-0.149,0.847,0.73,0.244,False,False,False,False,False,False,False,False,True,False
9.269,0.717,66.6,0.478,-0.219,0.869,0.421,0.377,False,False,False,False,True,False,False,False,False,False
9.97,0.832,68.7,0.694,-0.105,0.82,0.591,0.366,True,False,False,False,False,False,False,False,False,False
7.866,0.445,50.1,0.58,-0.011,0.79,0.587,0.309,False,False,False,False,False,False,False,False,True,False
8.996,0.798,67.42,0.771,-0.16,0.755,0.786,0.162,False,False,True,False,False,False,False,False,False,False
9.244,0.804,69.1,0.829,-0.157,0.855,0.79,0.416,False,False,False,True,False,False,False,False,False,False
7.916,0.756,54.74,0.612,-0.03,0.879,0.673,0.252,False,False,False,False,False,False,False,False,True,False
9.626,0.848,67.355,0.525,-0.073,0.898,0.5275000000000001,0.32,False,False,False,False,True,False,False,False,False,False
9.144,0.608,64.96,0.614,-0.224,0.498,0.441,0.262,False,True,False,False,False,False,False,False,False,False
7.413,0.64,56.4,0.694,0.08,0.702,0.738,0.303,False,False,False,False,False,False,False,False,True,False
7.439,0.776,54.92,0.332,-0.099,0.773,0.614,0.215,False,False,False,False,False,False,False,False,True,False
8.164,0.577,62.38,0.736,-0.098,0.789,0.624,0.231,False,False,False,False,False,False,True,False,False,False
8.274,0.649,63.3,0.875,-0.089,0.688,0.56,0.235,False,False,False,False,False,False,True,False,False,False
11.053,0.954,73.3,0.96,0.093,0.27,0.8294999999999999,0.206,False,False,False,False,False,False,False,False,False,True
7.881,0.76,53.38,0.736,-0.051,0.805,0.74,0.225,False,False,False,False,False,False,False,False,True,False
11.055,0.938,72.26,0.891,0.125,0.342,0.814,0.202,False,False,False,False,False,False,False,False,False,True
9.074,0.784,63.9,0.881,-0.086,0.857,0.751,0.419,False,False,False,True,False,False,False,False,False,False
9.839,0.866,68.1,0.569,-0.087,0.849,0.591,0.337,True,False,False,False,False,False,False,False,False,False
10.945,0.862,65.8,0.822,-0.053,0.56,0.7204999999999999,0.2674999999999999,False,False,False,False,True,False,False,False,False,False
8.85,0.771,59.84,0.713,0.347,0.915,0.825,0.266,False,False,False,False,False,False,False,True,False,False
9.393,0.766,62.0,0.651,0.2,0.636,0.608,0.456,False,False,False,False,True,False,False,False,False,False
9.911,0.804,68.78,0.64,0.084,0.741,0.757,0.33,False,False,False,True,False,False,False,False,False,False
9.289,0.878,65.0,0.76,-0.143,0.705,0.612,0.26,False,False,False,False,True,False,False,False,False,False
8.276,0.666,62.015,0.358,-0.07,0.753,0.571,0.403,False,False,False,False,True,False,False,False,False,False
7.984,0.768,54.4,0.733,-0.095,0.724,0.738,0.209,False,False,False,False,False,False,False,False,True,False
8.831,0.817,61.34,0.782,-0.039,0.825,0.761,0.361,False,False,False,True,False,False,False,False,False,False
10.268,0.812,71.62,0.373,-0.305,0.959,0.581,0.352,False,False,False,False,False,False,False,False,False,True
9.662,0.916,69.82,0.912,0.096,0.816,0.844,0.233,False,False,False,True,False,False,False,False,False,False
7.386,0.666,59.1,0.551,0.003,0.889,0.752,0.362,False,False,False,False,False,False,False,False,True,False
9.762,0.853,68.2,0.74,-0.1,0.864,0.559,0.296,True,False,False,False,False,False,False,False,False,False
10.985,0.862,65.5,0.751,-0.053,0.56,0.752,0.283,False,False,False,False,True,False,False,False,False,False
9.822,0.931,65.74,0.766,-0.226,0.772,0.828,0.199,False,False,False,True,False,False,False,False,False,False
9.893,0.8,68.0,0.861,-0.202,0.801,0.843,0.231,False,False,False,True,False,False,False,False,False,False
9.126,0.863,63.84,0.699,0.132,0.93,0.867,0.219,False,False,False,True,False,False,False,False,False,False
10.867,0.934,72.7,0.945,0.086,0.237,0.82,0.179,False,False,False,False,False,False,False,False,False,True
9.444,0.81,49.26,0.749,-0.095,0.866,0.773,0.206,False,False,False,False,False,False,False,False,True,False
10.533,0.889,72.64,0.707,0.094,0.818,0.604,0.271,False,False,False,False,True,False,False,False,False,False
7.368,0.626,58.7,0.57,-0.033,0.847,0.752,0.375,False,False,False,False,False,False,False,False,True,False
9.878,0.861,58.7,0.806,-0.246,0.865,0.651,0.179,False,True,False,False,False,False,False,False,False,False
9.765,0.843,65.7,0.545,-0.144,0.941,0.546,0.238,True,False,False,False,False,False,False,False,False,False
9.489,0.879,64.24,0.84,-0.062,0.727,0.797,0.297,False,False,False,True,False,False,False,False,False,False
9.576,0.793,65.053,0.645,0.035,0.861,0.637,0.307,True,False,False,False,False,False,False,False,False,False
9.972,0.91,66.1,0.912,0.087,0.818,0.748,0.169,False,False,False,False,False,False,False,False,True,False
9.186,0.878,67.5,0.891,-0.137,0.885,0.752,0.195,False,False,False,True,False,False,False,False,False,False
9.194,0.815,66.6,0.766,-0.152,0.705,0.628,0.392,False,False,False,False,True,False,False,False,False,False
9.182,0.964,60.04,0.786,0.018,0.888,0.639,0.122,False,True,False,False,False,False,False,False,False,False
7.607,0.747,47.16,0.495,-0.012,0.918,0.682,0.164,False,False,False,False,False,False,False,False,True,False
8.028,0.717,46.56,0.644,-0.031,0.91,0.635,0.249,False,False,False,False,False,False,False,False,True,False
11.017,0.948,72.24,0.947,0.147,0.368,0.823,0.213,False,False,False,False,False,False,False,False,False,True
8.394,0.627,57.7,0.634,0.095,0.793,0.648,0.332,False,False,False,False,False,False,True,False,False,False
10.746,0.812,76.82,0.91,0.156,0.356,0.723,0.236,False,False,True,False,False,False,False,False,False,False
9.207,0.83,66.2,0.767,-0.046,0.705,0.69,0.305,False,False,False,False,True,False,False,False,False,False
8.19,0.677,52.7,0.816,0.036,0.884,0.642,0.356,False,False,False,False,False,False,False,False,True,False
9.887,0.815,68.72,0.662,0.244,0.723,0.767,0.342,False,False,False,True,False,False,False,False,False,False
9.795,0.86,65.8,0.664,-0.228,0.948,0.534,0.271,True,False,False,False,False,False,False,False,False,False
7.995,0.702,58.4,0.72,-0.111,0.765,0.711,0.208,False,False,False,False,False,False,False,False,True,False
8.506,0.741,55.46,0.603,-0.079,0.676,0.793,0.196,False,False,False,False,False,False,False,False,True,False
6.935,0.494,55.5,0.801,0.058,0.835,0.633,0.26,False,False,False,False,False,False,False,False,True,False
10.652,0.962,71.3,0.957,0.256,0.503,0.839,0.233,False,False,False,False,False,True,False,False,False,False
7.356,0.746,58.3,0.57,-0.069,0.864,0.813,0.204,False,False,False,False,False,False,False,False,True,False
9.113,0.721,63.813,0.568,0.115,0.935,0.692,0.203,True,False,False,False,False,False,False,False,False,False
10.585,0.91,73.3,0.725,0.055,0.77,0.663,0.282,False,False,False,False,True,False,False,False,False,False
9.164,0.855,66.22,0.796,-0.064,0.909,0.836,0.237,False,False,False,True,False,False,False,False,False,False
10.669,0.862,69.495,0.925,0.089,0.722,0.763,0.3115,False,False,False,False,True,False,False,False,False,False
9.812,0.91,62.88,0.656,-0.168,0.672,0.521,0.249,False,True,False,False,False,False,False,False,False,False
9.489,0.918,61.1,0.707,-0.246,0.708,0.605,0.269,False,True,False,False,False,False,False,False,False,False
9.838,0.886,66.1,0.576,-0.055,0.955,0.628,0.236,True,False,False,False,False,False,False,False,False,False
8.668,0.853,66.9,0.717,0.039,0.731,0.805,0.38,False,False,False,True,False,False,False,False,False,False
7.577,0.708,45.16,0.72,-0.071,0.856,0.521,0.423,False,False,False,False,False,False,False,False,True,False
8.485,0.824,62.0735,0.632,-0.163,0.831,0.597,0.416,False,False,False,False,True,False,False,False,False,False
10.179,0.951,65.2,0.852,-0.055,0.708,0.787,0.139,False,True,False,False,False,False,False,False,False,False
9.268,0.876,62.3,0.822,-0.089,0.673,0.718,0.383,False,False,False,False,True,False,False,False,False,False
7.684,0.8,56.5,0.687,0.147,0.878,0.699,0.425,False,False,False,False,False,False,False,False,True,False
9.94,0.904,60.2,0.785,-0.215,0.823,0.692,0.149,False,True,False,False,False,False,False,False,False,False
8.453,0.722,45.68,0.537,0.067,0.913,0.745,0.225,False,False,False,False,False,False,False,False,True,False
9.47,0.827,67.299,0.841,0.079,0.863,0.823,0.208,False,False,False,False,False,False,True,False,False,False
10.518,0.944,73.02,0.819,-0.122,0.846,0.737,0.356,False,False,False,False,False,False,False,False,False,True
8.519,0.853,55.78,0.468,-0.054,0.589,0.755,0.163,False,False,False,False,False,False,False,False,True,False
9.186,0.738,59.88,0.611,-0.087,0.914,0.683,0.301,False,False,False,False,True,False,False,False,False,False
8.307,0.79,54.44,0.867,0.478,0.58,0.861,0.136,False,False,False,False,False,False,False,True,False,False
10.882,0.899,71.96,0.885,0.118,0.567,0.78,0.17,False,False,False,False,False,False,False,False,False,True
7.643,0.796,48.76,0.823,-0.101,0.726,0.758,0.132,False,False,False,False,False,False,False,False,True,False
9.815,0.924,65.2,0.623,-0.091,0.669,0.584,0.184,False,True,False,False,False,False,False,False,False,False
7.812,0.69,54.3,0.764,-0.058,0.597,0.662,0.181,False,False,False,False,True,False,False,False,False,False
10.842,0.885,69.37,0.701,0.019,0.857,0.832,0.129,False,False,True,False,False,False,False,False,False,False
